"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","STREET_NAME","NEIGHBOURHOOD","full_address","lat","lon"
"17242","Theft from Vehicle",2013,1,"4700"," BEATRICE ST","Kensington-Cedar Cottage","4700  BEATRICE ST, Vancouver, BC",49.2428703,-123.0665732
"17243","Theft from Vehicle",2013,4,"4700"," BEATRICE ST","Kensington-Cedar Cottage","4700  BEATRICE ST, Vancouver, BC",49.2428703,-123.0665732
"17244","Theft of Vehicle",2013,7,"4700"," BELMONT AVE","West Point Grey","4700  BELMONT AVE, Vancouver, BC",49.2737552,-123.2148474
"17245","Other Theft",2013,5,"4700"," BELMONT AVE","West Point Grey","4700  BELMONT AVE, Vancouver, BC",49.2737552,-123.2148474
"17246","Theft from Vehicle",2013,10,"4700"," BELMONT AVE","West Point Grey","4700  BELMONT AVE, Vancouver, BC",49.2737552,-123.2148474
"17247","Break and Enter Residential/Other",2013,10,"4700"," BRUCE ST","Kensington-Cedar Cottage","4700  BRUCE ST, Vancouver, BC",49.2429661,-123.0693735
"17248","Theft from Vehicle",2013,11,"4700"," BRUCE ST","Kensington-Cedar Cottage","4700  BRUCE ST, Vancouver, BC",49.2429661,-123.0693735
"17249","Other Theft",2013,5,"4700"," COLLINGWOOD ST","Dunbar-Southlands","4700  COLLINGWOOD ST, Vancouver, BC",49.2442589,-123.1819143
"17250","Theft from Vehicle",2013,9,"4700"," COMMERCIAL ST","Kensington-Cedar Cottage","4700  COMMERCIAL ST, Vancouver, BC",49.2429487,-123.0679497
"17251","Theft from Vehicle",2013,6,"4700"," COMMERCIAL ST","Kensington-Cedar Cottage","4700  COMMERCIAL ST, Vancouver, BC",49.2429487,-123.0679497
"17252","Theft from Vehicle",2013,2,"4700"," COMMERCIAL ST","Kensington-Cedar Cottage","4700  COMMERCIAL ST, Vancouver, BC",49.2429487,-123.0679497
"17253","Other Theft",2013,8,"4700"," CULLODEN ST","Kensington-Cedar Cottage","4700  CULLODEN ST, Vancouver, BC",49.2425161,-123.0788864
"17254","Theft from Vehicle",2013,7,"4700"," DUMFRIES ST","Kensington-Cedar Cottage","4700  DUMFRIES ST, Vancouver, BC",49.2430218,-123.0735025
"17255","Theft from Vehicle",2013,6,"4700"," DUMFRIES ST","Kensington-Cedar Cottage","4700  DUMFRIES ST, Vancouver, BC",49.2430218,-123.0735025
"17256","Mischief",2013,9,"4700"," DUNBAR ST","Dunbar-Southlands","4700  DUNBAR ST, Vancouver, BC",49.244272,-123.185196
"17257","Mischief",2013,4,"4700"," DUNBAR ST","Dunbar-Southlands","4700  DUNBAR ST, Vancouver, BC",49.244272,-123.185196
"17258","Other Theft",2013,10,"4700"," DUNBAR ST","Dunbar-Southlands","4700  DUNBAR ST, Vancouver, BC",49.244272,-123.185196
"17259","Other Theft",2013,1,"4700"," DUNBAR ST","Dunbar-Southlands","4700  DUNBAR ST, Vancouver, BC",49.244272,-123.185196
"17260","Other Theft",2013,11,"4700"," EARLES ST","Renfrew-Collingwood","4700  EARLES ST, Vancouver, BC",49.2421887,-123.0443727
"17261","Theft from Vehicle",2013,12,"4700"," FAIRMONT ST","Renfrew-Collingwood","4700  FAIRMONT ST, Vancouver, BC",49.2422496,-123.0415617
"17262","Theft from Vehicle",2013,6,"4700"," FAIRMONT ST","Renfrew-Collingwood","4700  FAIRMONT ST, Vancouver, BC",49.2422496,-123.0415617
"17263","Theft of Vehicle",2013,10,"4700"," FLEMING ST","Kensington-Cedar Cottage","4700  FLEMING ST, Vancouver, BC",49.243004,-123.0721098
"17264","Other Theft",2013,12,"4700"," FRASER ST","Kensington-Cedar Cottage","4700  FRASER ST, Vancouver, BC",49.2425947,-123.0902308
"17265","Other Theft",2013,2,"4700"," HAGGART ST","Arbutus Ridge","4700  HAGGART ST, Vancouver, BC",49.2449486,-123.1599773
"17266","Break and Enter Residential/Other",2013,4,"4700"," HENRY ST","Kensington-Cedar Cottage","4700  HENRY ST, Vancouver, BC",49.2425094,-123.0776056
"17267","Other Theft",2013,7,"4700"," HENRY ST","Kensington-Cedar Cottage","4700  HENRY ST, Vancouver, BC",49.2425094,-123.0776056
"17268","Other Theft",2013,6,"4700"," HENRY ST","Kensington-Cedar Cottage","4700  HENRY ST, Vancouver, BC",49.2425094,-123.0776056
"17269","Break and Enter Residential/Other",2013,2,"4700"," INVERNESS ST","Kensington-Cedar Cottage","4700  INVERNESS ST, Vancouver, BC",49.2424983,-123.080155
"17270","Other Theft",2013,8,"4700"," JOYCE ST","Renfrew-Collingwood","4700  JOYCE ST, Vancouver, BC",49.2425722,-123.0276682
"17271","Other Theft",2013,8,"4700"," JOYCE ST","Renfrew-Collingwood","4700  JOYCE ST, Vancouver, BC",49.2425722,-123.0276682
"17272","Mischief",2013,10,"4700"," KNIGHT ST","Kensington-Cedar Cottage","4700  KNIGHT ST, Vancouver, BC",49.2430556,-123.0762297
"17273","Other Theft",2013,7,"4700"," KNIGHT ST","Kensington-Cedar Cottage","4700  KNIGHT ST, Vancouver, BC",49.2430556,-123.0762297
"17274","Mischief",2013,7,"4700"," LITTLE ST","Kensington-Cedar Cottage","4700  LITTLE ST, Vancouver, BC",49.2427918,-123.0639389
"17275","Mischief",2013,8,"4700"," LITTLE ST","Kensington-Cedar Cottage","4700  LITTLE ST, Vancouver, BC",49.2427918,-123.0639389
"17276","Mischief",2013,8,"4700"," LITTLE ST","Kensington-Cedar Cottage","4700  LITTLE ST, Vancouver, BC",49.2427918,-123.0639389
"17277","Mischief",2013,5,"4700"," LITTLE ST","Kensington-Cedar Cottage","4700  LITTLE ST, Vancouver, BC",49.2427918,-123.0639389
"17278","Mischief",2013,6,"4700"," LITTLE ST","Kensington-Cedar Cottage","4700  LITTLE ST, Vancouver, BC",49.2427918,-123.0639389
"17279","Mischief",2013,11,"4700"," MACKENZIE ST","Arbutus Ridge","4700  MACKENZIE ST, Vancouver, BC",49.2437424,-123.1701551
"17280","Other Theft",2013,9,"4700"," MAIN ST","Riley Park","4700  MAIN ST, Vancouver, BC",49.242642,-123.1013048
"17281","Theft from Vehicle",2013,5,"4700"," NW MARINE DR","West Point Grey","4700  NW MARINE DR, Vancouver, BC",49.2761735,-123.2162282
"17282","Theft from Vehicle",2013,8,"4700"," NW MARINE DR","West Point Grey","4700  NW MARINE DR, Vancouver, BC",49.2761735,-123.2162282
"17283","Theft from Vehicle",2013,10,"4700"," NW MARINE DR","West Point Grey","4700  NW MARINE DR, Vancouver, BC",49.2761735,-123.2162282
"17284","Mischief",2013,7,"4700"," OAK ST","South Cambie","4700  OAK ST, Vancouver, BC",49.2433316,-123.1276179
"17285","Theft from Vehicle",2013,1,"4700"," QUEBEC ST","Riley Park","4700  QUEBEC ST, Vancouver, BC",49.2426857,-123.1025793
"17286","Mischief",2013,1,"4700"," ROSS ST","Kensington-Cedar Cottage","4700  ROSS ST, Vancouver, BC",49.2425015,-123.0813515
"17287","Theft of Vehicle",2013,12,"4700"," SLOCAN ST","Renfrew-Collingwood","4700  SLOCAN ST, Vancouver, BC",49.2424093,-123.0515981
"17288","Other Theft",2013,5,"4700"," SLOCAN ST","Renfrew-Collingwood","4700  SLOCAN ST, Vancouver, BC",49.2424093,-123.0515981
"17289","Theft from Vehicle",2013,7,"4700"," W 4TH AVE","West Point Grey","4700  W 4TH AVE, Vancouver, BC",49.2690786,-123.2149984
"17290","Other Theft",2013,5,"4700"," WINDSOR ST","Kensington-Cedar Cottage","4700  WINDSOR ST, Vancouver, BC",49.2425248,-123.0839659
"17291","Theft from Vehicle",2013,7,"4700"," WINDSOR ST","Kensington-Cedar Cottage","4700  WINDSOR ST, Vancouver, BC",49.2425248,-123.0839659
"17292","Break and Enter Commercial",2013,3,"4800"," ANGUS DR","Shaughnessy","4800  ANGUS DR, Vancouver, BC",49.2428867,-123.145472
"17293","Break and Enter Residential/Other",2013,7,"4800"," ANGUS DR","Shaughnessy","4800  ANGUS DR, Vancouver, BC",49.2428867,-123.145472
"17294","Theft from Vehicle",2013,11,"4800"," ANGUS DR","Shaughnessy","4800  ANGUS DR, Vancouver, BC",49.2428867,-123.145472
"17295","Break and Enter Residential/Other",2013,12,"4800"," ARGYLE ST","Kensington-Cedar Cottage","4800  ARGYLE ST, Vancouver, BC",49.2415872,-123.0707608
"17296","Theft from Vehicle",2013,12,"4800"," ARGYLE ST","Kensington-Cedar Cottage","4800  ARGYLE ST, Vancouver, BC",49.2415872,-123.0707608
"17297","Theft from Vehicle",2013,12,"4800"," BLENHEIM ST","Dunbar-Southlands","4800  BLENHEIM ST, Vancouver, BC",49.2432936,-123.178619
"17298","Mischief",2013,10,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17299","Mischief",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17300","Mischief",2013,4,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17301","Other Theft",2013,9,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17302","Other Theft",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17303","Other Theft",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17304","Other Theft",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17305","Theft from Vehicle",2013,1,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17306","Theft from Vehicle",2013,1,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17307","Theft from Vehicle",2013,1,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17308","Theft from Vehicle",2013,1,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17309","Theft from Vehicle",2013,1,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17310","Theft from Vehicle",2013,2,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17311","Theft from Vehicle",2013,3,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17312","Theft from Vehicle",2013,3,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17313","Theft from Vehicle",2013,3,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17314","Theft from Vehicle",2013,4,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17315","Theft from Vehicle",2013,4,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17316","Theft from Vehicle",2013,4,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17317","Theft from Vehicle",2013,4,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17318","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17319","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17320","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17321","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17322","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17323","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17324","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17325","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17326","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17327","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17328","Theft from Vehicle",2013,5,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17329","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17330","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17331","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17332","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17333","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17334","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17335","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17336","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17337","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17338","Theft from Vehicle",2013,6,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17339","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17340","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17341","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17342","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17343","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17344","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17345","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17346","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17347","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17348","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17349","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17350","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17351","Theft from Vehicle",2013,7,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17352","Theft from Vehicle",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17353","Theft from Vehicle",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17354","Theft from Vehicle",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17355","Theft from Vehicle",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17356","Theft from Vehicle",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17357","Theft from Vehicle",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17358","Theft from Vehicle",2013,8,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17359","Theft from Vehicle",2013,9,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17360","Theft from Vehicle",2013,10,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17361","Theft from Vehicle",2013,10,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17362","Theft from Vehicle",2013,10,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17363","Theft from Vehicle",2013,10,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17364","Theft from Vehicle",2013,10,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17365","Theft from Vehicle",2013,11,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17366","Theft from Vehicle",2013,11,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17367","Theft from Vehicle",2013,11,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17368","Theft from Vehicle",2013,12,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17369","Theft from Vehicle",2013,12,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17370","Theft from Vehicle",2013,12,"4800"," CAMBIE ST","Riley Park","4800  CAMBIE ST, Vancouver, BC",49.2411099,-123.118287
"17371","Mischief",2013,12,"4800"," CLARENDON ST","Renfrew-Collingwood","4800  CLARENDON ST, Vancouver, BC",49.2410922,-123.0544851
"17372","Mischief",2013,4,"4800"," CLARENDON ST","Renfrew-Collingwood","4800  CLARENDON ST, Vancouver, BC",49.2410922,-123.0544851
"17373","Break and Enter Residential/Other",2013,9,"4800"," COMMERCIAL ST","Kensington-Cedar Cottage","4800  COMMERCIAL ST, Vancouver, BC",49.2415682,-123.0679678
"17374","Theft from Vehicle",2013,12,"4800"," COMMERCIAL ST","Kensington-Cedar Cottage","4800  COMMERCIAL ST, Vancouver, BC",49.2415682,-123.0679678
"17375","Theft from Vehicle",2013,9,"4800"," DUCHESS ST","Renfrew-Collingwood","4800  DUCHESS ST, Vancouver, BC",49.2411171,-123.050242
"17376","Theft from Vehicle",2013,11,"4800"," DUCHESS ST","Renfrew-Collingwood","4800  DUCHESS ST, Vancouver, BC",49.2411171,-123.050242
"17377","Theft from Vehicle",2013,12,"4800"," DUMFRIES ST","Kensington-Cedar Cottage","4800  DUMFRIES ST, Vancouver, BC",49.2416287,-123.0735464
"17378","Break and Enter Residential/Other",2013,5,"4800"," EARLES ST","Renfrew-Collingwood","4800  EARLES ST, Vancouver, BC",49.2411661,-123.0453489
"17379","Break and Enter Residential/Other",2013,8,"4800"," EARLES ST","Renfrew-Collingwood","4800  EARLES ST, Vancouver, BC",49.2411661,-123.0453489
"17380","Break and Enter Residential/Other",2013,1,"4800"," EARLES ST","Renfrew-Collingwood","4800  EARLES ST, Vancouver, BC",49.2411661,-123.0453489
"17381","Break and Enter Commercial",2013,9,"4800"," ELDORADO MEWS","Renfrew-Collingwood","4800  ELDORADO MEWS, Vancouver, BC",49.2415842,-123.0575046
"17382","Break and Enter Commercial",2013,9,"4800"," ELDORADO MEWS","Renfrew-Collingwood","4800  ELDORADO MEWS, Vancouver, BC",49.2415842,-123.0575046
"17383","Break and Enter Commercial",2013,9,"4800"," ELDORADO MEWS","Renfrew-Collingwood","4800  ELDORADO MEWS, Vancouver, BC",49.2415842,-123.0575046
"17384","Break and Enter Commercial",2013,9,"4800"," ELDORADO MEWS","Renfrew-Collingwood","4800  ELDORADO MEWS, Vancouver, BC",49.2415842,-123.0575046
"17385","Break and Enter Commercial",2013,9,"4800"," ELDORADO MEWS","Renfrew-Collingwood","4800  ELDORADO MEWS, Vancouver, BC",49.2415842,-123.0575046
"17386","Theft of Vehicle",2013,9,"4800"," ELDORADO MEWS","Renfrew-Collingwood","4800  ELDORADO MEWS, Vancouver, BC",49.2415842,-123.0575046
"17387","Theft of Vehicle",2013,1,"4800"," ELGIN ST","Kensington-Cedar Cottage","4800  ELGIN ST, Vancouver, BC",49.2416125,-123.0827561
"17388","Break and Enter Residential/Other",2013,1,"4800"," ELGIN ST","Kensington-Cedar Cottage","4800  ELGIN ST, Vancouver, BC",49.2416125,-123.0827561
"17389","Break and Enter Residential/Other",2013,11,"4800"," ELGIN ST","Kensington-Cedar Cottage","4800  ELGIN ST, Vancouver, BC",49.2416125,-123.0827561
"17390","Theft from Vehicle",2013,1,"4800"," ELGIN ST","Kensington-Cedar Cottage","4800  ELGIN ST, Vancouver, BC",49.2416125,-123.0827561
"17391","Theft from Vehicle",2013,2,"4800"," ELGIN ST","Kensington-Cedar Cottage","4800  ELGIN ST, Vancouver, BC",49.2416125,-123.0827561
"17392","Theft from Vehicle",2013,5,"4800"," ELM ST","Arbutus Ridge","4800  ELM ST, Vancouver, BC",49.2431979,-123.1639447
"17393","Theft from Vehicle",2013,3,"4800"," FANNIN AVE","West Point Grey","4800  FANNIN AVE, Vancouver, BC",49.2738358,-123.22065
"17394","Mischief",2013,9,"4800"," FLEMING ST","Kensington-Cedar Cottage","4800  FLEMING ST, Vancouver, BC",49.2416089,-123.0721457
"17395","Break and Enter Commercial",2013,8,"4800"," FRASER ST","Kensington-Cedar Cottage","4800  FRASER ST, Vancouver, BC",49.2417189,-123.0902445
"17396","Mischief",2013,3,"4800"," FRASER ST","Kensington-Cedar Cottage","4800  FRASER ST, Vancouver, BC",49.2417189,-123.0902445
"17397","Other Theft",2013,5,"4800"," FRASER ST","Kensington-Cedar Cottage","4800  FRASER ST, Vancouver, BC",49.2417189,-123.0902445
"17398","Other Theft",2013,7,"4800"," FRASER ST","Kensington-Cedar Cottage","4800  FRASER ST, Vancouver, BC",49.2417189,-123.0902445
"17399","Theft from Vehicle",2013,7,"4800"," FRASER ST","Kensington-Cedar Cottage","4800  FRASER ST, Vancouver, BC",49.2417189,-123.0902445
"17400","Theft of Vehicle",2013,1,"4800"," GLADSTONE ST","Kensington-Cedar Cottage","4800  GLADSTONE ST, Vancouver, BC",49.2415003,-123.0627745
"17401","Break and Enter Residential/Other",2013,11,"4800"," GOTHARD ST","Renfrew-Collingwood","4800  GOTHARD ST, Vancouver, BC",49.2414316,-123.0541413
"17402","Other Theft",2013,9,"4800"," HEATHER ST","South Cambie","4800  HEATHER ST, Vancouver, BC",49.2422297,-123.120525
"17403","Theft from Vehicle",2013,5,"4800"," HENRY ST","Kensington-Cedar Cottage","4800  HENRY ST, Vancouver, BC",49.2416556,-123.0776174
"17404","Break and Enter Residential/Other",2013,1,"4800"," HUDSON ST","Shaughnessy","4800  HUDSON ST, Vancouver, BC",49.2427066,-123.1347412
"17405","Theft from Vehicle",2013,1,"4800"," HUDSON ST","Shaughnessy","4800  HUDSON ST, Vancouver, BC",49.2427066,-123.1347412
"17406","Break and Enter Residential/Other",2013,11,"4800"," INVERNESS ST","Kensington-Cedar Cottage","4800  INVERNESS ST, Vancouver, BC",49.241618,-123.0801339
"17407","Break and Enter Residential/Other",2013,10,"4800"," INVERNESS ST","Kensington-Cedar Cottage","4800  INVERNESS ST, Vancouver, BC",49.241618,-123.0801339
"17408","Mischief",2013,5,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17409","Mischief",2013,5,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17410","Other Theft",2013,5,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17411","Other Theft",2013,4,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17412","Other Theft",2013,4,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17413","Break and Enter Residential/Other",2013,4,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17414","Break and Enter Residential/Other",2013,4,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17415","Theft from Vehicle",2013,8,"4800"," JOYCE ST","Renfrew-Collingwood","4800  JOYCE ST, Vancouver, BC",49.2417265,-123.028464
"17416","Theft from Vehicle",2013,5,"4800"," KILLARNEY ST","Renfrew-Collingwood","4800  KILLARNEY ST, Vancouver, BC",49.2410123,-123.0414523
"17417","Break and Enter Residential/Other",2013,7,"4800"," KNIGHT ST","Kensington-Cedar Cottage","4800  KNIGHT ST, Vancouver, BC",49.2416778,-123.0761998
"17418","Break and Enter Commercial",2013,1,"4800"," MACKENZIE ST","Dunbar-Southlands","4800  MACKENZIE ST, Vancouver, BC",49.242816,-123.1701654
"17419","Break and Enter Commercial",2013,5,"4800"," MACKENZIE ST","Dunbar-Southlands","4800  MACKENZIE ST, Vancouver, BC",49.242816,-123.1701654
"17420","Mischief",2013,12,"4800"," MACKENZIE ST","Dunbar-Southlands","4800  MACKENZIE ST, Vancouver, BC",49.242816,-123.1701654
"17421","Mischief",2013,9,"4800"," MACLURE MEWS","Arbutus Ridge","4800  MACLURE MEWS, Vancouver, BC",49.2424727,-123.151604
"17422","Break and Enter Residential/Other",2013,6,"4800"," MACLURE MEWS","Arbutus Ridge","4800  MACLURE MEWS, Vancouver, BC",49.2424727,-123.151604
"17423","Break and Enter Residential/Other",2013,11,"4800"," MACLURE MEWS","Arbutus Ridge","4800  MACLURE MEWS, Vancouver, BC",49.2424727,-123.151604
"17424","Break and Enter Residential/Other",2013,12,"4800"," MACLURE MEWS","Arbutus Ridge","4800  MACLURE MEWS, Vancouver, BC",49.2424727,-123.151604
"17425","Break and Enter Commercial",2013,12,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17426","Break and Enter Commercial",2013,9,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
"17427","Break and Enter Commercial",2013,4,"4800"," MAIN ST","Riley Park","4800  MAIN ST, Vancouver, BC",49.2420831,-123.101003
